temperature_C,pressure_MPa,heating_rate,holding_time,particle_size,vacancy_concentration,diffusion_coefficient,final_density,porosity,grain_size,hardness,defect_label
500,42.472407130841745,96.28323220965491,19.393812605474828,352.7163473940041,0.000576276,1e-12,67.82461580906254,32.21680047619651,0.5390096141484083,127.56510295976389,1
500.40040040040043,77.04285838459498,185.47523684458955,18.58383394895999,408.50662873611753,0.000807378,1.002004007346021e-12,68.04577501190617,31.59013903760892,0.23028290025027331,127.74390651663444,1
500.8008008008008,63.919636508684306,268.23645896910205,54.844001928657015,162.71055445662455,0.000762559,1.004012030737485e-12,72.17055101,28.703517521770916,0.712268802,122.88159575123007,1
501.20120120120123,55.919509051822196,233.0562216023903,18.725040991722835,331.1933448231495,0.000162361,1.0060240782225762e-12,71.68626409101286,28.83376681893843,0.7101767289569214,150.03514621394086,1
501.6016016016016,29.36111842654619,251.64028696536244,19.957234937074706,307.28569241468693,0.000157757,1.0080401578656082e-12,68.71774782098062,30.912366597032896,0.42769716734838803,104.48847642407603,1
502.00200200200203,29.35967122017216,214.69584167767934,46.76690443298801,424.7736696,0.000275493,1.010060277747055e-12,67.39056985824593,31.94212483829896,0.8367271229270307,124.05168876622054,1
502.4024024024024,23.485016730091967,223.0691411294631,29.73569133,457.7391772165672,0.000367464,1.012084445963584e-12,65.42319202010388,34.38397166440719,0.2381307133237318,95.24868045246129,1
502.80280280280283,71.97056874649611,262.2989128913298,47.71908063253497,55.47054716482406,0.000414371,1.0141126706280887e-12,72.80788938275577,27.409361940289877,0.3105009459891552,155.59430220340073,1
503.2032032032032,56.06690070459253,112.41700221479648,8.595138666041189,353.3089635764567,0.0006829,1.0161449598697203e-12,70.94263801322748,29.17746490874563,0.5605257724658488,122.67346800378115,1
503.60360360360363,62.48435466776273,172.35624091078512,31.816415652036138,73.32610960387805,6.611362784417705e-05,1.0181813218339215e-12,72.37185976379368,28.254706648590442,0.5867279049165448,155.1818626116966,1
504.004004,21.23506965774815,105.30236045490057,6.848748010080545,296.9863992848102,4.432597718380572e-05,1.0202217646824578e-12,70.54990819,29.845051667972925,0.39040281835536006,117.2248105853215,1
504.40440440440443,78.19459112971967,296.91700199916176,8.44592619,179.4347280696552,0.000397991,1.022266296593452e-12,75.01300477693931,25.47177973593714,0.7008327615964883,155.98256176566116,1
504.8048048048048,69.94655844802531,286.01483492165335,54.85405993,188.04946978496355,0.000700192,1.024314925761415e-12,72.38733283726611,27.776094863039102,0.7399110067350991,135.91324508164638,1
505.20520520520523,32.74034664069657,59.856702842126474,12.658495411467733,208.83132655356047,0.000201501,1.0263676603972799e-12,68.42479968360728,30.88055095128723,0.7229708310357648,104.90399608255339,1
505.6056056056056,30.909498032426036,226.3937931289221,34.28313752513694,329.58160207232453,0.000645089,1.0284245087284342e-12,67.82388564076714,32.078265093659404,0.5719670160078485,116.20172148912195,1
